run_id,run_name,hidden,best_epoch,mode,threshold,split,samples,loss,accuracy,precision,recall,f1,true_negative,false_positive,false_negative,true_positive,duration_ms,dense_ops_total,sparse_ops_total,estimated_speedup,active_total,activation_slots_total,avg_active_count,avg_active_ratio,avg_sparsity,avg_active_by_layer,max_abs_diff_from_dense,mismatch_count_from_dense
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,dense,0.00000000,test,100,0.82122992,0.55000000,0.77777778,0.14000000,0.23728814,48,2,43,7,254,242496000,242496000,1.00000000,115200,115200,384.00000000,1.00000000,0.00000000,L0=512.00/512;L1=512.00/512;L2=128.00/128,0.00000000,0
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,sparse_exact,0.00000000,test,100,0.82122992,0.55000000,0.77777778,0.14000000,0.23728814,48,2,43,7,193,242496000,226859719,1.06892489,60603,115200,202.01000000,0.52606771,0.47393229,L0=267.98/512;L1=266.94/512;L2=71.11/128,0.00000000,0
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,sparse_threshold,0.05000000,test,100,0.82211059,0.54000000,0.70000000,0.14000000,0.23333333,47,3,43,7,185,242496000,225988611,1.07304523,57505,115200,191.68333333,0.49917535,0.50082465,L0=254.55/512;L1=252.63/512;L2=67.87/128,0.00923423,1
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,sparse_threshold,0.10000000,test,100,0.82586539,0.53000000,0.66666667,0.12000000,0.20338983,47,3,44,6,180,242496000,225064381,1.07745170,54299,115200,180.99666667,0.47134549,0.52865451,L0=240.09/512;L1=238.29/512;L2=64.61/128,0.02556816,2
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,sparse_threshold,0.25000000,test,100,0.84160917,0.56000000,0.80000000,0.16000000,0.26666667,48,2,42,8,178,242496000,222390162,1.09040795,44846,115200,149.48666667,0.38928819,0.61071181,L0=198.43/512;L1=196.09/512;L2=53.94/128,0.10557964,1
bc38f72de169,compare_h512x512x128_lr003_bs16_seed42,512x512x128,41,sparse_threshold,0.50000000,test,100,0.86402696,0.50000000,0.50000000,0.20000000,0.28571429,40,10,40,10,179,242496000,218344227,1.11061329,30160,115200,100.53333333,0.26180556,0.73819444,L0=136.15/512;L1=129.26/512;L2=36.19/128,0.36517463,13
