run_id,stage,completed,cached,hidden,depth,parameter_count,learning_rate,batch_size,effective_batch_size,head_mode,output_dim,seed,max_epochs,epochs_run,stop_reason,best_epoch,best_train_loss,best_train_accuracy,best_train_precision,best_train_recall,best_train_f1,best_val_loss,best_val_accuracy,best_val_precision,best_val_recall,best_val_f1,final_train_loss,final_train_accuracy,final_val_loss,final_val_accuracy,generalization_gap,val_true_negative,val_false_positive,val_false_negative,val_true_positive,train_time_ms,run_directory,error
7129d53a01ca,output_head,True,False,32x64x512,3,167009,0.01,16,16,sigmoid1,1,41,500,44,low_learning,15,0.6228934526443481,0.6166666666666667,0.972972972972973,0.24,0.3850267379679144,0.7440972924232483,0.55,0.7777777777777778,0.14,0.23728813559322035,0.6719695925712585,0.65,1.1724247932434082,0.52,0.06666666666666665,48,2,43,7,1721,runs/output_head_tournament_v2/output_head/7129d53a01ca_32x64x512_lr0p01_bs16_sigmoid1_seed41,
c3cd04ce73e4,output_head,True,False,32x64x512,3,167009,0.01,16,16,sigmoid1,1,42,500,57,low_learning,34,0.456799179315567,0.8066666666666666,0.7911392405063291,0.8333333333333334,0.8116883116883117,0.7733435034751892,0.58,0.5869565217391305,0.54,0.5625000000000001,0.6313296556472778,0.7366666666666667,1.1545177698135376,0.56,0.22666666666666668,31,19,23,27,2277,runs/output_head_tournament_v2/output_head/c3cd04ce73e4_32x64x512_lr0p01_bs16_sigmoid1_seed42,
ae3f9831a858,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,1,500,39,low_learning,24,0.5684410929679871,0.7066666666666667,0.8229166666666666,0.5266666666666666,0.6422764227642275,0.7374215126037598,0.59,0.6285714285714286,0.44,0.5176470588235295,0.5777589678764343,0.67,0.7468894720077515,0.46,0.1166666666666667,37,13,28,22,1557,runs/output_head_tournament_v2/output_head/ae3f9831a858_32x64x512_lr0p01_bs16_softmax2_seed1,
709bf9b41f87,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,2,500,55,low_learning,39,0.5295622944831848,0.7133333333333334,0.6415929203539823,0.9666666666666667,0.771276595744681,0.8092576861381531,0.59,0.5584415584415584,0.86,0.6771653543307087,0.9475687742233276,0.55,1.350740671157837,0.52,0.1233333333333334,16,34,7,43,2133,runs/output_head_tournament_v2/output_head/709bf9b41f87_32x64x512_lr0p01_bs16_softmax2_seed2,
1c976ee59d46,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,3,500,30,low_learning,6,0.6795717477798462,0.5933333333333334,0.6346153846153846,0.44,0.5196850393700788,0.6986849904060364,0.57,0.6206896551724138,0.36,0.45569620253164556,0.6204656958580017,0.5766666666666667,0.8351695537567139,0.52,0.023333333333333428,39,11,32,18,1168,runs/output_head_tournament_v2/output_head/1c976ee59d46_32x64x512_lr0p01_bs16_softmax2_seed3,
7fe03992be09,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,4,500,32,low_learning,17,0.6304342150688171,0.64,0.5826771653543307,0.9866666666666667,0.7326732673267327,0.7178102731704712,0.56,0.5357142857142857,0.9,0.6716417910447762,0.7155234813690186,0.55,1.0860015153884888,0.52,0.07999999999999996,11,39,5,45,1207,runs/output_head_tournament_v2/output_head/7fe03992be09_32x64x512_lr0p01_bs16_softmax2_seed4,
f7ccc92ab26d,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,5,500,53,low_learning,23,0.608248770236969,0.68,0.6956521739130435,0.64,0.6666666666666666,0.7945471405982971,0.61,0.6122448979591837,0.6,0.6060606060606062,0.7270021438598633,0.6066666666666667,1.0229567289352417,0.45,0.07000000000000006,31,19,20,30,1847,runs/output_head_tournament_v2/output_head/f7ccc92ab26d_32x64x512_lr0p01_bs16_softmax2_seed5,
3dcbc11f8c87,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,6,500,40,low_learning,22,0.5800700783729553,0.7033333333333334,0.8765432098765432,0.47333333333333333,0.6147186147186147,0.7901075482368469,0.6,0.6923076923076923,0.36,0.47368421052631576,0.9273419380187988,0.5333333333333333,1.143476963043213,0.5,0.10333333333333339,42,8,32,18,1409,runs/output_head_tournament_v2/output_head/3dcbc11f8c87_32x64x512_lr0p01_bs16_softmax2_seed6,
8497ef846f71,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,7,500,38,low_learning,13,0.6192137598991394,0.67,0.7684210526315789,0.4866666666666667,0.5959183673469388,0.6872027516365051,0.64,0.675,0.54,0.6000000000000001,0.621389627456665,0.6066666666666667,0.9910687804222107,0.53,0.030000000000000027,37,13,23,27,1334,runs/output_head_tournament_v2/output_head/8497ef846f71_32x64x512_lr0p01_bs16_softmax2_seed7,
ec78b5041d0d,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,8,500,38,low_learning,18,0.5908287763595581,0.7366666666666667,0.6918918918918919,0.8533333333333334,0.7641791044776118,0.7264783978462219,0.54,0.5344827586206896,0.62,0.574074074074074,0.6342169046401978,0.57,0.9534489512443542,0.47,0.19666666666666666,23,27,19,31,1516,runs/output_head_tournament_v2/output_head/ec78b5041d0d_32x64x512_lr0p01_bs16_softmax2_seed8,
9ff13d4cf876,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,9,500,32,low_learning,15,0.6391156911849976,0.69,0.6233766233766234,0.96,0.7559055118110236,0.6894174218177795,0.58,0.5476190476190477,0.92,0.6865671641791046,0.6590366363525391,0.6366666666666667,0.9404789805412292,0.53,0.10999999999999999,12,38,4,46,1289,runs/output_head_tournament_v2/output_head/9ff13d4cf876_32x64x512_lr0p01_bs16_softmax2_seed9,
9b3b1c967bba,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,10,500,40,low_learning,10,0.646802544593811,0.6233333333333333,0.6330935251798561,0.5866666666666667,0.6089965397923875,0.678200364112854,0.62,0.62,0.62,0.62,0.8419352173805237,0.6166666666666667,1.2287890911102295,0.55,0.0033333333333332993,31,19,19,31,1607,runs/output_head_tournament_v2/output_head/9b3b1c967bba_32x64x512_lr0p01_bs16_softmax2_seed10,
050c2b7b3253,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,11,500,59,low_learning,32,0.5520376563072205,0.7566666666666667,0.7251461988304093,0.8266666666666667,0.7725856697819314,0.7348932027816772,0.58,0.5571428571428572,0.78,0.65,0.4989997446537018,0.7266666666666667,1.1688045263290405,0.45,0.17666666666666675,19,31,11,39,2320,runs/output_head_tournament_v2/output_head/050c2b7b3253_32x64x512_lr0p01_bs16_softmax2_seed11,
d12f72905d8f,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,12,500,41,validation_patience,6,0.6668355464935303,0.6633333333333333,0.6713286713286714,0.64,0.6552901023890785,0.687552809715271,0.63,0.6226415094339622,0.66,0.6407766990291262,0.5063106417655945,0.7133333333333334,0.9586318731307983,0.56,0.033333333333333326,30,20,17,33,1607,runs/output_head_tournament_v2/output_head/d12f72905d8f_32x64x512_lr0p01_bs16_softmax2_seed12,
d05393a7aaab,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,13,500,36,low_learning,20,0.6390413641929626,0.5966666666666667,0.7959183673469388,0.26,0.3919597989949749,0.7345640063285828,0.59,0.7368421052631579,0.28,0.40579710144927544,0.6672219038009644,0.6333333333333333,0.9506072998046875,0.48,0.00666666666666671,45,5,36,14,1337,runs/output_head_tournament_v2/output_head/d05393a7aaab_32x64x512_lr0p01_bs16_softmax2_seed13,
7cdfd0b2b294,output_head,True,False,32x64x512,3,167522,0.01,16,16,softmax2,2,14,500,33,low_learning,14,0.6364616751670837,0.7233333333333334,0.6850828729281768,0.8266666666666667,0.7492447129909365,0.6850947737693787,0.6,0.578125,0.74,0.6491228070175439,0.6201440095901489,0.64,0.7525909543037415,0.54,0.1233333333333334,23,27,13,37,1312,runs/output_head_tournament_v2/output_head/7cdfd0b2b294_32x64x512_lr0p01_bs16_softmax2_seed14,
