epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
64,0.58524852,0.78000000,0.70127396,0.55000000,389
65,0.58493744,0.75666667,0.70230045,0.54000000,389
66,0.58335941,0.75666667,0.70266751,0.54000000,387
67,0.58120451,0.78333333,0.70159231,0.56000000,388
68,0.57964929,0.78666667,0.70173678,0.56000000,391
69,0.58074147,0.76333333,0.70416083,0.56000000,389
70,0.57976397,0.76666667,0.70466765,0.56000000,389
71,0.57537395,0.80000000,0.70186969,0.56000000,392
72,0.57543514,0.77666667,0.70334080,0.55000000,392
73,0.57284334,0.78666667,0.70236160,0.52000000,395
74,0.57520678,0.77000000,0.70503336,0.55000000,391
75,0.57010324,0.80666667,0.70219537,0.56000000,389
76,0.57231303,0.77333333,0.70582507,0.55000000,391
77,0.56720540,0.80666667,0.70271170,0.56000000,388
78,0.56560061,0.81333333,0.70264563,0.54000000,388
79,0.57089460,0.75666667,0.70895645,0.55000000,388
80,0.56316273,0.81333333,0.70327146,0.56000000,388
81,0.56262260,0.80333333,0.70434929,0.53000000,390
82,0.56434737,0.75666667,0.70792275,0.56000000,400
83,0.55904096,0.82000000,0.70320933,0.53000000,395
84,0.55802124,0.80000000,0.70371145,0.51000000,395
85,0.55636848,0.81333333,0.70387085,0.55000000,387
86,0.55504988,0.81666667,0.70336434,0.50000000,398
87,0.55403372,0.81666667,0.70356600,0.54000000,396
88,0.55936946,0.75666667,0.71023922,0.56000000,388
89,0.55230737,0.81666667,0.70416405,0.54000000,387
90,0.55029317,0.82666667,0.70390669,0.55000000,391
91,0.54856440,0.82666667,0.70356933,0.54000000,398
92,0.54818583,0.82666667,0.70354519,0.54000000,405
93,0.55448121,0.76000000,0.71248720,0.56000000,397
94,0.54523565,0.80666667,0.70486719,0.51000000,394
95,0.54339721,0.81333333,0.70375991,0.53000000,390
96,0.54646970,0.78333333,0.70770164,0.59000000,393
97,0.54119247,0.83333333,0.70496004,0.54000000,386
98,0.54102174,0.82333333,0.70622650,0.53000000,389
99,0.53781371,0.82666667,0.70458480,0.53000000,387
100,0.53674611,0.82333333,0.70492708,0.52000000,388
