epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
1,0.69329145,0.51666667,0.71525448,0.47000000,395
2,0.68221906,0.55000000,0.71545518,0.51000000,400
3,0.67774191,0.55000000,0.71863969,0.40000000,398
4,0.67429657,0.58666667,0.72094782,0.53000000,395
5,0.67147535,0.59000000,0.72276898,0.55000000,391
6,0.66610004,0.59000000,0.72119550,0.40000000,397
7,0.66235134,0.61666667,0.72083393,0.46000000,394
8,0.66297806,0.57666667,0.72495580,0.40000000,388
9,0.65789771,0.62333333,0.72241493,0.49000000,388
10,0.65476338,0.63333333,0.72356757,0.41000000,389
11,0.65249593,0.63000000,0.72328012,0.46000000,392
12,0.65148366,0.62000000,0.72563192,0.42000000,395
13,0.65436953,0.61000000,0.73170465,0.43000000,404
14,0.64481895,0.66000000,0.72417599,0.43000000,394
15,0.64193453,0.68000000,0.72341551,0.43000000,387
16,0.63980508,0.67666667,0.72357398,0.43000000,387
17,0.63756630,0.69333333,0.72394987,0.45000000,392
18,0.63547080,0.71000000,0.72349751,0.45000000,390
19,0.63331706,0.71333333,0.72370229,0.45000000,392
20,0.63489643,0.70000000,0.72583211,0.49000000,400
21,0.64488347,0.62333333,0.73504305,0.53000000,392
22,0.63867410,0.62666667,0.73409542,0.46000000,394
23,0.62611463,0.70666667,0.72192583,0.52000000,395
24,0.62827070,0.70333333,0.72416474,0.49000000,388
25,0.62534141,0.67333333,0.72763018,0.45000000,390
26,0.62060802,0.71333333,0.72327685,0.51000000,389
27,0.61776569,0.74666667,0.72380875,0.45000000,387
28,0.61605049,0.74666667,0.72430832,0.44000000,390
29,0.61495149,0.72333333,0.72335413,0.51000000,387
30,0.61272170,0.74666667,0.72357958,0.44000000,404
31,0.61060725,0.75000000,0.72255113,0.44000000,392
32,0.60862239,0.76000000,0.72285675,0.46000000,398
33,0.60689304,0.76333333,0.72269921,0.46000000,399
34,0.61426732,0.71000000,0.72991092,0.51000000,388
35,0.60461764,0.73666667,0.72400797,0.52000000,399
36,0.60378206,0.74000000,0.72582060,0.53000000,389
37,0.60027046,0.75666667,0.72525262,0.47000000,393
38,0.59999744,0.74666667,0.72450755,0.54000000,391
39,0.60878161,0.70666667,0.73138296,0.52000000,390
40,0.59563379,0.76000000,0.72437577,0.44000000,390
