epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_ms
1,0.69622057,0.52333333,0.68912229,0.58000000,396
2,0.69247943,0.54333333,0.69114582,0.53000000,392
3,0.68961781,0.54000000,0.69233939,0.53000000,400
4,0.68490842,0.56000000,0.69229019,0.56000000,405
5,0.68217518,0.58666667,0.69441534,0.53000000,403
6,0.67871156,0.58666667,0.69397420,0.52000000,402
7,0.67606963,0.60333333,0.69519483,0.53000000,396
8,0.67348230,0.61333333,0.69522018,0.51000000,397
9,0.67120029,0.61000000,0.69615978,0.51000000,392
10,0.66999851,0.62000000,0.69813543,0.55000000,390
11,0.66673804,0.61000000,0.69745922,0.52000000,397
12,0.66554812,0.62333333,0.69834610,0.55000000,396
13,0.66525471,0.61000000,0.70046222,0.54000000,395
14,0.66097428,0.64000000,0.69836188,0.50000000,402
15,0.65979965,0.63333333,0.70000808,0.51000000,403
16,0.65665454,0.64000000,0.69904526,0.51000000,394
17,0.65554593,0.65000000,0.69997072,0.51000000,393
18,0.65436188,0.65000000,0.70007183,0.54000000,400
19,0.65107948,0.65666667,0.69927814,0.53000000,400
20,0.64910770,0.65666667,0.69940920,0.52000000,414
21,0.64797973,0.65666667,0.70197592,0.51000000,427
22,0.64482237,0.66333333,0.70164961,0.51000000,416
23,0.64357615,0.68333333,0.70224774,0.54000000,410
24,0.64144333,0.67000000,0.70238820,0.52000000,421
25,0.63955428,0.66666667,0.70247435,0.49000000,402
26,0.63790733,0.67000000,0.70264501,0.51000000,403
27,0.63640339,0.68000000,0.70268136,0.51000000,396
28,0.63486373,0.69000000,0.70323014,0.55000000,418
29,0.63430793,0.67666667,0.70396526,0.52000000,408
30,0.63205295,0.68000000,0.70359958,0.55000000,399
31,0.62957669,0.69333333,0.70380058,0.50000000,414
32,0.62921495,0.70666667,0.70467766,0.54000000,444
33,0.63206367,0.65000000,0.71011648,0.51000000,404
34,0.62489112,0.70666667,0.70397201,0.50000000,414
35,0.62403325,0.69333333,0.70489737,0.55000000,415
36,0.62165621,0.72333333,0.70479591,0.50000000,452
37,0.62022721,0.71333333,0.70531237,0.51000000,452
38,0.61857377,0.73666667,0.70569333,0.50000000,441
39,0.61718515,0.73000000,0.70608928,0.52000000,446
40,0.61558156,0.73666667,0.70588260,0.51000000,412
41,0.62250309,0.68333333,0.71211149,0.53000000,406
42,0.61344703,0.72666667,0.70701056,0.53000000,405
43,0.61238109,0.72666667,0.70892021,0.53000000,400
44,0.61067737,0.73333333,0.70981640,0.52000000,396
45,0.60826068,0.76000000,0.70790890,0.53000000,412
46,0.60707623,0.76666667,0.70722242,0.53000000,400
47,0.60532251,0.76000000,0.70806710,0.53000000,420
48,0.60395347,0.76666667,0.70921150,0.53000000,419
49,0.60620206,0.71000000,0.71318061,0.54000000,435
50,0.60126133,0.77000000,0.70941147,0.55000000,428
51,0.60126567,0.75000000,0.70989312,0.51000000,402
52,0.59892472,0.76000000,0.71123225,0.54000000,410
53,0.59785650,0.77000000,0.70994981,0.51000000,404
54,0.59550630,0.77333333,0.71061151,0.56000000,396
55,0.59491887,0.77666667,0.71080139,0.51000000,391
56,0.59358843,0.79000000,0.71087084,0.50000000,406
57,0.59118749,0.79000000,0.71092866,0.53000000,390
58,0.59584925,0.71333333,0.71691226,0.54000000,406
59,0.58877266,0.80000000,0.71034370,0.54000000,398
60,0.58754012,0.78000000,0.71239633,0.55000000,390
61,0.58685230,0.79666667,0.71195271,0.51000000,391
62,0.58515346,0.80000000,0.71190981,0.50000000,402
63,0.58309997,0.81666667,0.71262325,0.54000000,396
64,0.58453138,0.77333333,0.71411123,0.51000000,391
65,0.58037327,0.81666667,0.71283274,0.54000000,395
66,0.57903315,0.81333333,0.71255304,0.53000000,401
67,0.58401284,0.74333333,0.71897024,0.53000000,394
68,0.57634352,0.81000000,0.71340511,0.54000000,394
69,0.57514742,0.79666667,0.71408252,0.55000000,389
70,0.57415290,0.81000000,0.71344576,0.50000000,391
71,0.57239493,0.82333333,0.71326985,0.56000000,395
72,0.57117611,0.81666667,0.71384778,0.56000000,395
73,0.57211910,0.81333333,0.71544378,0.52000000,400
74,0.56882826,0.81000000,0.71429335,0.55000000,393
75,0.57163363,0.78666667,0.71801581,0.51000000,402
76,0.56687645,0.82333333,0.71466580,0.51000000,393
77,0.56452999,0.83333333,0.71355010,0.56000000,391
78,0.56312561,0.82333333,0.71514525,0.54000000,390
79,0.56365801,0.82666667,0.71605722,0.52000000,392
80,0.56272150,0.82000000,0.71748925,0.51000000,390
81,0.56162604,0.82666667,0.71773922,0.51000000,393
82,0.55811680,0.83666667,0.71626576,0.54000000,401
83,0.56040540,0.82000000,0.71873073,0.51000000,397
84,0.55549102,0.84000000,0.71712593,0.52000000,387
85,0.55443433,0.83333333,0.71691019,0.51000000,393
86,0.55366255,0.80666667,0.71805976,0.52000000,398
87,0.55177556,0.84000000,0.71778693,0.52000000,389
88,0.55037880,0.84333333,0.71720038,0.53000000,392
89,0.55007449,0.83333333,0.71777392,0.51000000,388
90,0.54774407,0.85000000,0.71796350,0.53000000,389
91,0.54785596,0.84000000,0.71860873,0.52000000,397
92,0.54508603,0.85000000,0.71892015,0.54000000,398
93,0.54605831,0.82666667,0.72146465,0.54000000,405
94,0.54256841,0.85666667,0.71922687,0.53000000,390
95,0.54533334,0.83333333,0.72073366,0.52000000,410
96,0.54001248,0.86000000,0.71878941,0.54000000,395
97,0.54063919,0.84333333,0.72017536,0.52000000,398
98,0.53817685,0.84000000,0.72093031,0.52000000,405
99,0.53638379,0.85666667,0.72040414,0.53000000,403
100,0.53634639,0.83666667,0.72229077,0.52000000,402
